Categoría,Pregunta,Opción A,Opción B,Correcta,Dificultad,Explicación
Viajes,¿País con más zonas verdes por ciudad?,Islandia,Noruega,A,Difícil,Reikiavik es considerada la ciudad con más m2 de zonas verdes por habitante.
Destinos,¿País de la Gran Esfinge?,Egipto,Jordania,A,Fácil,Se cree que representa al faraón Kefrén y custodia las pirámides de Guiza.
Monumentos,¿Dónde está el Palacio de Versalles?,Francia,Bélgica,A,Fácil,Fue la residencia de los reyes de Francia desde Luis XIV hasta la Revolución.
Viajes,¿Ciudad con el puerto más grande?,Shanghái,Singapur,A,Media,El puerto de Shanghái es el más activo del mundo en tráfico de contenedores.
Destinos,¿País del Parque Yellowstone?,EE. UU.,Canadá,A,Fácil,Fue el primer parque nacional del mundo; famoso por sus géiseres como el Old Faithful.
Monumentos,¿Qué es el Partenón?,Templo de Atenea,Palacio de Zeus,A,Media,Situado en la Acrópolis de Atenas; es el monumento más importante de la Grecia Clásica.
Viajes,¿País más pequeño de África?,Seychelles,Gambia,A,Media,Es un archipiélago de 115 islas en el océano Índico.
Destinos,¿País de la Capadocia?,Turquía,Grecia,A,Media,Famosa por sus "chimeneas de hadas" y sus paseos en globo al amanecer.
Monumentos,¿Dónde está la Fontana di Trevi?,Roma,Florencia,A,Fácil,Es la mayor y más ambiciosa de las fuentes barrocas de Roma.
Viajes,¿País con más bicicletas que personas?,Países Bajos,Dinamarca,A,Media,Hay unos 23 millones de bicis para 17 millones de habitantes.
Destinos,¿País de la playa de arena rosa?,Bahamas,México,A,Media,Pink Sands Beach en Harbour Island debe su color a insectos coralinos microscópicos.
Monumentos,¿Dónde está el Monumento a Lincoln?,Washington D.C.,Nueva York,A,Fácil,Alberga la estatua sentada de Abraham Lincoln frente al estanque reflectante.
Viajes,¿Ciudad con más puentes?,Hamburgo,Venecia,A,Difícil,Hamburgo tiene unos 2.500 puentes; superando a Venecia; Ámsterdam y Londres juntas.
Destinos,¿País del volcán Kilimanjaro?,Tanzania,Kenia,A,Media,Es el pico más alto de África y está formado por tres conos volcánicos.
Monumentos,¿Qué civilización hizo el Coliseo?,Romanos,Etruscos,A,Fácil,Se inauguró en el año 80 d.C. con juegos que duraron 100 días.
Viajes,¿País con el tren más rápido (Maglev)?,China,Japón,A,Media,El tren de Shanghái alcanza los 431 km/h usando levitación magnética.
Destinos,¿País de la isla de Santorini?,Grecia,Italia,A,Fácil,Famosa por sus casas blancas con cúpulas azules sobre un acantilado volcánico.
Monumentos,¿Dónde está la estatua del Manneken Pis?,Bruselas,Ámsterdam,A,Fácil,Es una pequeña estatua de bronce de un niño orinando; símbolo de la ciudad.
Viajes,¿País donde nació el turismo de masas?,Reino Unido,EE. UU.,A,Difícil,Thomas Cook organizó el primer viaje en grupo en tren en 1841.
Destinos,¿País del Parque Nacional de Serengeti?,Tanzania,Sudáfrica,A,Media,Famoso por la migración anual de millones de ñus y cebras.
Espacio,¿En qué planeta llueven diamantes?,Neptuno,Marte,A,Media,La presión extrema convierte el metano en cristales de carbono que caen al núcleo.
Astronomía,¿Qué es el Sol técnicamente?,Una estrella,Un planeta,A,Fácil,Es una enana amarilla que concentra el 99.8% de la masa del sistema solar.
Espacio,¿Cuántas lunas tiene la Tierra?,1,2,A,Fácil,La Luna es nuestro único satélite natural permanente.
Astronomía,¿Cuál es el planeta más grande?,Júpiter,Saturno,A,Fácil,Es una gigante gaseosa donde cabrían más de 1.300 Tierras.
Espacio,¿Día más largo que su año?,Venus,Mercurio,A,Difícil,Tarda 243 días terrestres en rotar y solo 225 en dar la vuelta al Sol.
Astronomía,¿De qué color es el Sol realmente?,Blanco,Amarillo,A,Media,Nuestra atmósfera dispersa la luz azul y lo vemos amarillo; pero en el espacio es blanco.
Espacio,¿Planeta llamado "Planeta Rojo"?,Marte,Júpiter,A,Fácil,Su color se debe al óxido de hierro (herrumbre) que cubre su superficie.
Astronomía,¿Galaxia más cercana a la nuestra?,Andrómeda,Sombrero,A,Media,Se encuentra a 2.5 millones de años luz y colisionará con nosotros en el futuro.
Espacio,¿Primer hombre en el espacio?,Yuri Gagarin,Neil Armstrong,A,Fácil,El cosmonauta soviético orbitó la Tierra en 1961 a bordo de la Vostok 1.
Astronomía,¿Planeta con anillos más visibles?,Saturno,Urano,A,Fácil,Están hechos de billones de trozos de hielo y roca del tamaño de motas de polvo o casas.
Espacio,¿Telescopio más potente (2024)?,James Webb,Hubble,A,Media,Puede observar la luz infrarroja de las primeras galaxias formadas tras el Big Bang.
Astronomía,¿Fuerza que mantiene las órbitas?,Gravedad,Magnetismo,A,Fácil,Descrita por Newton y Einstein; es la atracción entre masas lo que dicta el movimiento cósmico.
Espacio,¿Dónde está el Monte Olimpo?,Marte,Venus,A,Media,Es el volcán más grande del sistema solar; mide 22.5 km de altura (3 veces el Everest).
Astronomía,¿Qué es un agujero negro?,Gravedad infinita,Estrella apagada,A,Media,Es una región donde la luz no puede escapar debido a la curvatura del espacio-tiempo.
Espacio,¿Primer animal en órbita?,Perra Laika,Mono Albert,A,Fácil,Laika viajó en el Sputnik 2 en 1957; demostrando que se podía sobrevivir al lanzamiento.
Astronomía,¿Cómo se llama nuestra galaxia?,Vía Láctea,Andrómeda,A,Fácil,Es una galaxia espiral que contiene unos 200.000 millones de estrellas.
Espacio,¿Qué planeta tiene más lunas?,Saturno,Júpiter,A,Media,Saturno lidera actualmente con 146 satélites confirmados por la Unión Astronómica.
Astronomía,¿Tiempo de luz Sol-Tierra?,8 minutos,1 hora,A,Media,La luz viaja a 300.000 km/s y tarda unos 499 segundos en cubrir la distancia.
Espacio,¿Planeta más frío?,Urano,Neptuno,A,Difícil,Aunque Neptuno está más lejos; Urano tiene la temperatura mínima récord (-224 °C).
Astronomía,¿Planeta que gira al revés?,Venus,Marte,A,Media,Tiene rotación retrógrada; lo que significa que el Sol sale por el oeste y se pone por el este.
Espacio,¿Primera mujer en el espacio?,Tereshkova,Sally Ride,A,Difícil,Valentina Tereshkova voló en la misión Vostok 6 en el año 1963.
Astronomía,¿Qué es Plutón hoy?,Planeta enano,Planeta,A,Fácil,Fue reclasificado en 2006 porque no ha "limpiado su órbita" de otros objetos.
Espacio,¿Año llegada hombre a la Luna?,1969,1975,A,Fácil,La misión Apolo 11 alunizó con éxito el 20 de julio de 1969.
Astronomía,¿Composición anillos Saturno?,Hielo y roca,Gas neón,A,Media,Son fragmentos de cometas; asteroides o lunas que se rompieron antes de llegar al planeta.
Espacio,¿Lugar más silencioso?,Vacío del espacio,Centro del Sol,A,Fácil,Sin aire u otro medio; las ondas sonoras no pueden viajar; el silencio es absoluto.
Astronomía,¿Estrella que indica el Norte?,Estrella Polar,Sirio,A,Fácil,Polaris está alineada casi exactamente con el eje de rotación norte de la Tierra.
Espacio,¿Planeta con Gran Mancha Roja?,Júpiter,Neptuno,A,Fácil,Es una tormenta anticiclónica gigante que ha durado más de 300 años.
Astronomía,¿Planeta más cercano al Sol?,Mercurio,Venus,A,Fácil,Su órbita es la más pequeña; aunque Venus es más caluroso por su atmósfera.
Espacio,¿Misión del primer alunizaje?,Apolo 11,Apolo 13,A,Fácil,Comandada por Neil Armstrong; Michael Collins y Buzz Aldrin.
Astronomía,¿Explosión de una estrella?,Supernova,Big Bang,A,Media,Es un evento tan energético que puede brillar más que una galaxia entera durante semanas.
Espacio,¿Se oyen gritos en el espacio?,No (falta de aire),Sí,A,Fácil,El sonido es una vibración mecánica que requiere materia para propagarse.
Astronomía,¿Cuántos planetas hay hoy?,8,9,A,Fácil,Mercurio; Venus; Tierra; Marte; Júpiter; Saturno; Urano y Neptuno.
Espacio,¿Gemelo de la Tierra?,Venus,Marte,A,Media,Se llama así por tener tamaño; masa y composición química muy similares.
Astronomía,¿Qué inventó Galileo para ver?,Telescopio,Microscopio,A,Fácil,Aunque no lo inventó; fue el primero en usarlo para observar el espacio en 1609.
Espacio,¿Dónde viven astronautas?,EEI (ISS),Mir,A,Fácil,La Estación Espacial Internacional orbita a unos 400 km de altitud desde 1998.
Astronomía,¿De qué está hecha la Luna?,Roca,Queso,A,Fácil,Se cree que se formó por el impacto de un objeto del tamaño de Marte contra la Tierra.
Espacio,¿Objeto más brillante visto?,El Sol,La Luna,A,Fácil,Con una magnitud aparente de -26.7; ninguna otra fuente de luz se le compara.
Astronomía,¿Vientos de 2000 km/h en...?,Neptuno,Marte,A,Media,Son los vientos más rápidos del sistema solar; 5 veces más fuertes que un huracán terrestre.
Espacio,¿Empresa privada en la EEI?,SpaceX,Blue Origin,A,Media,Elon Musk logró el primer transporte privado de humanos a la órbita en 2020.
Astronomía,¿Metal abundante en el núcleo?,Hierro,Oro,A,Fácil,La Tierra tiene un núcleo metálico compuesto principalmente de hierro y níquel.
Espacio,¿Qué planeta rota acostado?,Urano,Neptuno,A,Difícil,Su eje está inclinado 98 grados; lo que hace que sus polos apunten al Sol.
Astronomía,¿Qué es el Cinturón de Asteroides?,Entre Marte y Júpiter,Tras Neptuno,A,Media,Es una región llena de objetos rocosos que no llegaron a formar un planeta.
Espacio,¿Qué pasaría con un reloj en el espacio?,Va más lento (gravedad),Va más rápido,A,Difícil,Según la relatividad; el tiempo pasa más lento donde hay mayor gravedad y velocidad.
Astronomía,¿De qué color es el cielo en Marte?,Rosa/Rojo,Azul,A,Media,Debido al polvo en suspensión; el cielo es rosa de día y el atardecer es azul.
Espacio,¿Cómo se llama el primer satélite?,Sputnik 1,Explorer 1,A,Fácil,Lanzado por la URSS en 1957; marcó el inicio de la era espacial.
Astronomía,¿Qué planeta tiene nubes de ácido?,Venus,Júpiter,A,Media,Su atmósfera es tan densa y tóxica que disolvería una sonda en minutos.
Espacio,¿Se puede caminar en Júpiter?,No (es gas),Sí,A,Fácil,No tiene una superficie sólida; solo capas de hidrógeno que se vuelven líquidas por presión.
Astronomía,¿Qué galaxia colisionará con nosotros?,Andrómeda,Triángulo,A,Media,Ocurrirá en unos 4.500 millones de años; formando una nueva galaxia elíptica.
Espacio,¿Qué pasaría si dos metales se tocan?,Se sueldan solos,Se repelen,A,Difícil,Se llama soldadura en frío; los átomos se unen al no haber capa de óxido entre ellos.
Astronomía,¿Cuál es el planeta más pequeño?,Mercurio,Marte,A,Fácil,Tras la salida de Plutón; Mercurio es el menor con un tamaño poco mayor a nuestra Luna.
Deportes,¿Ciudad de los primeros JJOO modernos?,Atenas,París,A,Fácil,Se celebraron en 1896 en el Estadio Panatenaico para recuperar la tradición griega.
Récords,¿Hombre más rápido de la historia?,Usain Bolt,Tyson Gay,A,Fácil,Ostenta el récord mundial de 100 metros lisos con un tiempo de 9.58 segundos (Berlín 2009).
Deportes,¿Con qué se juega en hockey hielo?,Puck (disco),Pelota,A,Fácil,Es un disco de caucho vulcanizado que se desliza por la superficie helada.
Olimpiadas,¿Color del anillo central olímpico?,Negro,Verde,A,Media,Los cinco colores (azul, amarillo, negro, verde y rojo) representan los continentes unidos.
Deportes,¿Jugadores de baloncesto en pista?,5,6,A,Fácil,Cada equipo tiene cinco jugadores en cancha; los cambios son ilimitados.
Récords,¿Más mundiales ganados como jugador?,Pelé,Maradona,A,Media,Edson Arantes do Nascimento es el único en la historia con 3 Copas del Mundo (1958, 1962, 1970).
Deportes,¿Estilo de natación más lento?,Braza,Crol,A,Media,Debido a su mecánica de empuje y resistencia al agua, es el estilo con menor velocidad punta.
Olimpiadas,¿Cada cuántos años hay JJOO verano?,4,2,A,Fácil,Se celebran cada cuatro años (Olimpiada), siguiendo el ciclo iniciado en la era moderna.
Deportes,¿Club con más Champions League?,Real Madrid,AC Milan,A,Fácil,El club español lidera el palmarés europeo con 15 títulos (hasta 2024).
Récords,¿Distancia exacta del Maratón?,42.195 km,40 km,A,Media,La distancia se fijó en Londres 1908 para que la meta estuviera frente al palco real.
Deportes,¿País donde nació el fútbol?,Inglaterra,Brasil,A,Fácil,Las reglas modernas (The Football Association) se establecieron en Londres en 1863.
Olimpiadas,¿Mujeres en los JJOO de 1896?,No,Sí,A,Media,Las mujeres no pudieron competir oficialmente hasta los Juegos de París 1900.
Deportes,¿Carreras mínimas en un Home Run?,1 carrera,3 carreras,A,Fácil,Si el bateador saca la bola, recorre todas las bases y anota al menos su propio punto.
Récords,¿Tenista masculino con más Grand Slams?,Djokovic,Nadal,A,Media,Novak Djokovic superó los 22 títulos de Nadal, alcanzando los 24 (hasta 2023).
Deportes,¿Golpe de salida en el golf?,Tee shot,Putt,A,Media,Se realiza desde el "tee" (soporte) para iniciar cada hoyo del recorrido.
Olimpiadas,¿Qué simbolizan los 5 anillos?,5 continentes,5 deportes,A,Fácil,Representan a África, América, Asia, Europa y Oceanía en el espíritu olímpico.
Deportes,¿Duración asalto boxeo profesional?,3 minutos,5 minutos,A,Media,Es el tiempo estándar para hombres; en el boxeo femenino suelen ser de 2 minutos.
Récords,¿Deporte más visto del mundo?,Fútbol,Baloncesto,A,Fácil,Tiene una audiencia estimada de 3.500 millones de seguidores a nivel global.
Deportes,¿Selección que hace la "Haka"?,Nueva Zelanda,Australia,A,Fácil,Los 'All Blacks' realizan esta danza maorí para desafiar a sus rivales antes del partido.
Olimpiadas,¿Material de la medalla de oro?,Plata bañada,Oro puro,A,Difícil,Solo contiene unos 6 gramos de oro real; el resto es plata de alta pureza.
Deportes,¿Ciudad de Roland Garros?,París,Londres,A,Fácil,Es el torneo sobre tierra batida más prestigioso del mundo, celebrado en la capital francesa.
Récords,¿Silueta del logo de la NBA?,Jerry West,Michael Jordan,A,Media,Aunque la NBA nunca lo admitió oficialmente, el diseñador se basó en una foto de West.
Deportes,¿Puntos por tiro libre (Basket)?,1,2,A,Fácil,Es el lanzamiento que se concede tras una falta personal; se tira sin oposición.
Olimpiadas,¿Lema olímpico oficial?,Citius Altius Fortius,Veni Vidi Vici,A,Media,Significa "Más rápido, más alto, más fuerte" en latín.
Deportes,¿Selección con más mundiales fútbol?,Brasil,Alemania,A,Fácil,La 'Canarinha' es la única selección pentacampeona del mundo (5 títulos).
Récords,¿Más medallas olímpicas totales?,Michael Phelps,Larisa Latynina,A,Fácil,El nadador estadounidense tiene 28 medallas (23 de ellas de oro).
Deportes,¿Forma del campo de béisbol?,Diamante,Rectángulo,A,Fácil,Se denomina así por la disposición de las cuatro bases que forman un cuadrado.
Olimpiadas,¿Donde se encendió la 1ª llama?,Grecia,Italia,A,Fácil,La tradición se remonta a Olimpia, donde se mantenía un fuego sagrado durante los Juegos.
Deportes,¿Deporte con volante y raqueta?,Bádminton,Tenis,A,Fácil,El volante (o pluma) tiene forma de cono y está hecho de plumas de ganso o nailon.
Récords,¿Partida perfecta en bolos?,300 puntos,100 puntos,A,Media,Se consigue al realizar 12 "strikes" (plenos) consecutivos en una misma línea.
Deportes,¿Piloto con más mundiales F1?,Schumacher/Hamilton,Senna,A,Media,Ambos comparten el récord histórico con 7 títulos mundiales cada uno.
Olimpiadas,¿Ciudad con 3 JJOO verano?,Londres,Madrid,A,Media,Londres acogió los juegos en 1908, 1948 y 2012 (París igualará este récord en 2024).
Deportes,¿Color del líder Tour Francia?,Amarillo,Rosa,A,Fácil,El 'Maillot Jaune' distingue al corredor que encabeza la clasificación general.
Récords,¿Equipo NBA con más anillos?,Boston Celtics,LA Lakers,A,Media,Los Celtics lideran históricamente (18 títulos tras ganar en 2024).
Deportes,¿Partes de partido fútbol americano?,4 cuartos,2 tiempos,A,Fácil,Se divide en cuatro periodos de 15 minutos cada uno con un descanso largo a mitad.
Olimpiadas,¿Largo piscina olímpica?,50 metros,25 metros,A,Fácil,Es la medida estándar para competiciones internacionales; la de 25m es "piscina corta".
Deportes,¿Significado de Karate?,Mano vacía,Puño fuerte,A,Media,Proviene del japonés "Kara" (vacío) y "Te" (mano), indicando defensa sin armas.
Récords,¿Quién inventó el voleibol?,William G. Morgan,James Naismith,A,Difícil,Lo creó en 1895 en EE. UU. como una alternativa menos intensa que el baloncesto.
Deportes,¿Nombre trofeo mundial fútbol?,Copa Mundial FIFA,Copa Jules Rimet,A,Fácil,El trofeo actual se usa desde 1974; el anterior (Jules Rimet) se lo quedó Brasil.
Olimpiadas,¿Sede de los JJOO 2028?,Los Ángeles,Brisbane,A,Media,Será la tercera vez que la ciudad californiana organice unos Juegos Olímpicos.
Deportes,¿Qué es un 'Ace' en tenis?,Saque directo,Golpe de red,A,Fácil,Ocurre cuando el servicio es legal pero el oponente ni siquiera toca la bola.
Récords,¿País con más medallas en JJOO Invierno?,Noruega,EE. UU.,A,Difícil,Noruega domina históricamente los deportes de nieve y hielo a pesar de su población.
Deportes,¿Deporte que usa un 'Velódromo'?,Ciclismo de pista,Atletismo,A,Fácil,Es una pista artificial de forma ovalada con curvas peraltadas (inclinadas).
Olimpiadas,¿Idioma oficial del COI?,Francés e Inglés,Solo Inglés,A,Media,El francés es siempre el primer idioma oficial debido al fundador Pierre de Coubertin.
Deportes,¿Cuántos jugadores tiene un equipo de Rugby?,15,11,A,Fácil,En la modalidad 'Union' son 15; existe también la modalidad 'Seven' (7 jugadores).
Récords,¿Puntuación máxima en un salto de gimnasia?,10 (antiguamente),100,A,Media,Nadia Comăneci fue la primera en lograr un 10 perfecto en Montreal 1976.
Deportes,¿De qué color es la pelota de tenis actual?,Amarillo óptico,Blanco,A,Fácil,Se cambió el color blanco por el amarillo en 1972 para que fuera más visible en TV.
Olimpiadas,¿Deporte que regresó en Río 2016?,Golf,Béisbol,A,Media,El golf volvió al programa olímpico tras más de 100 años de ausencia.
Deportes,¿Cómo se llama el área de sumo?,Dohyo,Tatami,A,Media,Es un círculo de arena de 4.55 metros de diámetro sobre una plataforma de arcilla.
Récords,¿Jugador de fútbol con más Balones de Oro?,Lionel Messi,Cristiano Ronaldo,A,Fácil,El argentino posee el récord histórico con 8 trofeos (hasta 2023).
Mitología,¿Dios del trueno en la mitología nórdica?,Thor,Odín,A,Fácil,Thor es el hijo de Odín y protector de la humanidad con su martillo Mjolnir.
Religión,¿Libro sagrado del Islam?,El Corán,La Torá,A,Fácil,Contiene las revelaciones de Dios al profeta Mahoma a través del ángel Gabriel.
Mitología,¿Héroe griego vulnerable solo en el talón?,Aquiles,Hércules,A,Fácil,Su madre lo sumergió en el río Estigia para hacerlo inmortal pero lo sostuvo por el talón.
Leyendas,¿Criatura con cuerpo de león y cabeza humana?,Esfinge,Anubis,A,Fácil,En la mitología griega planteaba acertijos y en la egipcia era una guardiana real.
Mitología,¿Diosa del amor en la mitología romana?,Venus,Afrodita,A,Media,Venus es la contraparte romana de la Afrodita griega; madre de Cupido.
Religión,¿Ciudad donde nació Siddharta Gautama (Buda)?,Lumbini (Nepal),Benarés (India),A,Difícil,Nació como príncipe en el reino de los Sakya en el actual Nepal.
Mitología,¿Perro de tres cabezas que guarda el Hades?,Cerbero,Anubis,A,Fácil,Su misión era impedir que los muertos salieran y que los vivos entraran al inframundo.
Leyendas,¿Ave que renace de sus cenizas?,Fénix,Grifo,A,Fácil,Simboliza la inmortalidad y el renacimiento cíclico en diversas culturas antiguas.
Mitología,¿Dios del mar en la mitología griega?,Poseidón,Neptuno,A,Media,Poseidón gobernaba las aguas y los terremotos con su poderoso tridente.
Religión,¿Cuántos mandamientos entregó Dios a Moisés?,10,12,A,Fácil,Según el Éxodo; fueron entregados en tablas de piedra en el monte Sinaí.
Mitología,¿Monstruo que convertía en piedra al mirarla?,Medusa,Hidra,A,Fácil,Era una de las tres gorgonas; con serpientes en lugar de cabello.
Leyendas,¿Nombre del martillo de Thor?,Mjolnir,Gungnir,A,Media,Fue forjado por enanos y tiene la propiedad de regresar siempre a la mano de Thor.
Mitología,¿Dios creador en el panteón hindú?,Brahma,Shiva,A,Media,Brahma es el creador; Vishnu el preservador y Shiva el destructor en la Trimurti.
Religión,¿Río sagrado para los hindúes?,Ganges,Indo,A,Fácil,Creen que sus aguas purifican los pecados y facilitan la liberación del ciclo de reencarnaciones.
Mitología,¿Héroe que realizó los 12 trabajos?,Hércules,Perseo,A,Fácil,Fueron tareas impuestas por el rey Euristeo como penitencia por un crimen de locura.
Leyendas,¿Criatura mitad hombre y mitad caballo?,Centauro,Minotauro,A,Fácil,Vivían en las montañas de Tesalia y eran conocidos por su naturaleza salvaje.
Mitología,¿Dios del sol en el antiguo Egipto?,Ra,Osiris,A,Fácil,Viajaba por el cielo en una barca solar durante el día y por el inframundo de noche.
Religión,¿Líder espiritual del budismo tibetano?,Dalai Lama,Gurú,A,Fácil,Es considerado la reencarnación del bodhisattva de la compasión.
Mitología,¿Caja que contenía todos los males?,Caja de Pandora,Arca de la Alianza,A,Fácil,Al abrirla escaparon las desgracias; quedando solo la Esperanza en el fondo.
Leyendas,¿Animal que representa al dios Ganesha?,Elefante,Mono,A,Fácil,Es el señor de la abundancia y el que elimina los obstáculos en el hinduismo.
Mitología,¿Monte donde vivían los dioses griegos?,Olimpo,Parnaso,A,Fácil,Es la montaña más alta de Grecia y el hogar de los 12 dioses principales.
Religión,¿Símbolo principal del Cristianismo?,La Cruz,La Estrella,A,Fácil,Representa el sacrificio de Jesucristo para la redención de la humanidad.
Mitología,¿Dios nórdico de las mentiras?,Loki,Tyr,A,Fácil,Es un gigante que vive entre los dioses; conocido por sus engaños y cambios de forma.
Leyendas,¿Criatura con cuerpo de león y alas de águila?,Grifo,Quimera,A,Media,Se le consideraba un guardián de tesoros divinos y símbolo de poder real.
Mitología,¿Dios romano de la guerra?,Marte,Ares,A,Media,Era el padre de Rómulo y Remo; fundadores de Roma; por lo que era muy venerado.
Religión,¿Idioma original del Nuevo Testamento?,Griego,Latín,A,Difícil,Se escribió en griego koiné; el idioma franco del Mediterráneo oriental en esa época.
Mitología,¿Paraíso de los guerreros nórdicos?,Valhalla,Asgard,A,Fácil,Es un gran salón en Asgard donde los caídos en batalla esperan el Ragnarök.
Leyendas,¿Monstruo del laberinto de Creta?,Minotauro,Cíclope,A,Fácil,Nació de la reina Pasífae y era alimentado con jóvenes atenienses cada nueve años.
Mitología,¿Diosa griega de la sabiduría?,Atenea,Artemisa,A,Fácil,Nació directamente de la frente de Zeus completamente armada y adulta.
Religión,¿Día sagrado de reposo en el Judaísmo?,Sabbat,Domingo,A,Fácil,Comienza el viernes al atardecer y termina el sábado al anochecer.
Mitología,¿Dios que robó el fuego para los hombres?,Prometeo,Hermes,A,Media,Fue castigado por Zeus a que un águila le comiera el hígado eternamente.
Leyendas,¿Criatura que atraía marineros con su canto?,Sirena,Arpía,A,Fácil,En la mitología griega original eran mitad mujer y mitad ave; no pez.
Mitología,¿Barquero que cruza las almas al Hades?,Caronte,Hades,A,Media,Exigía una moneda (óbulo) colocada en la boca del difunto para realizar el viaje.
Religión,¿Cuántos pilares tiene el Islam?,5,7,A,Media,Profesión de fe; oración; limosna; ayuno en Ramadán y peregrinación a La Meca.
Mitología,¿Animal símbolo de la diosa Atenea?,Búho,Paloma,A,Media,Representa la sabiduría y la vigilancia nocturna; de ahí la expresión "lechuza de Atenea".
Leyendas,¿Nombre de la espada del Rey Arturo?,Excalibur,Durendal,A,Fácil,Según la leyenda; solo el verdadero rey podía extraerla de una roca o recibirla de la Dama del Lago.
Mitología,¿Dios azteca de la lluvia?,Tláloc,Quetzalcóatl,A,Media,Se le ofrecían sacrificios para asegurar las cosechas en el valle de México.
Religión,¿Ciudad donde se encuentra la Kaaba?,La Meca,Medina,A,Fácil,Es el lugar más sagrado del Islam; hacia donde se orientan los fieles para orar.
Mitología,¿Titán que sostiene el cielo?,Atlas,Cronos,A,Fácil,Fue condenado por Zeus tras la Titanomaquia a cargar con la bóveda celeste.
Leyendas,¿Héroe que mató al Minotauro?,Teseo,Ulises,A,Fácil,Logró salir del laberinto gracias al hilo que le entregó Ariadna.
Religión,¿Dios principal de la mitología nórdica?,Odín,Thor,A,Fácil,Es el "Padre de Todos"; dios de la sabiduría; la guerra y la poesía.
Mitología,¿Hermanos fundadores de Roma?,Rómulo y Remo,Cástor y Pólux,A,Fácil,Fueron amamantados por una loba tras ser abandonados en el río Tíber.
Leyendas,¿Lugar legendario donde no se envejece?,Shangri-La,El Dorado,A,Media,Un valle místico en el Himalaya descrito en la novela "Horizontes perdidos".
Religión,¿Cuántos dioses hay en el Islam/Cristianismo?,Uno (Monoteísmo),Varios,A,Fácil,Ambas son religiones abrahámicas que creen en un único Dios creador.
Mitología,¿Dios griego del vino y las fiestas?,Dioniso,Baco,A,Media,Dioniso es su nombre griego; Baco es el nombre que le dieron los romanos.
Leyendas,¿Animal en el que se convierte un Licántropo?,Lobo,Oso,A,Fácil,La leyenda dice que la transformación ocurre bajo la luz de la luna llena.
Religión,¿Hacia qué ciudad rezan los musulmanes?,La Meca,Jerusalén,A,Fácil,La dirección de la oración se conoce como Alquibla.
Mitología,¿Diosa egipcia de la maternidad y magia?,Isis,Bastet,A,Media,Esposa de Osiris y madre de Horus; es una de las deidades más importantes.
Leyendas,¿Monstruo de muchas cabezas que regenera?,Hidra,Quimera,A,Media,Si le cortabas una cabeza; le crecían dos nuevas en su lugar.
Religión,¿Qué significa la palabra 'Buda'?,El Iluminado,El Rey,A,Fácil,Es un título otorgado a quienes han alcanzado el estado de despertar espiritual.
Economía,¿País que emitió billete de 100 trillones?,Zimbabue,Venezuela,A,Media,En 2008 la hiperinflación fue tan alta que imprimieron billetes de denominaciones astronómicas.
Dinero,¿Moneda más antigua aún en uso?,Libra Esterlina,Dólar,A,Difícil,Se utiliza desde el año 775 d.C.; mucho antes de que existiera el dólar estadounidense.
Fortuna,¿Persona más rica de la historia?,Mansa Musa,Jeff Bezos,A,Media,El emperador de Malí del siglo XIV tenía tanto oro que desestabilizaba la economía al pasar.
Economía,¿Moneda oficial de la Unión Europea?,Euro,Libra,A,Fácil,Introducida en 1999 como moneda contable y en 2002 como billetes y monedas físicos.
Dinero,¿Metal de las monedas de más valor en Roma?,Oro (Aureus),Plata (Denarius),A,Fácil,El áureo era la moneda de oro romana equivalente a 25 denarios de plata.
Economía,¿País donde se inventó el papel moneda?,China,Italia,A,Fácil,Apareció en la dinastía Tang (siglo VII) para evitar cargar pesadas monedas de cobre.
Dinero,¿Animal en el billete de 100 dólares?,Ninguno,Águila,A,Media,El billete muestra el retrato de Benjamin Franklin; no incluye animales en su diseño principal.
Economía,¿Qué significan las siglas 'PIB'?,Producto Interior Bruto,Precio Interno Base,A,Fácil,Es el valor total de los bienes y servicios producidos en un país durante un año.
Fortuna,¿Ciudad con más millonarios (2024)?,Nueva York,Londres,A,Media,Nueva York encabeza la lista con más de 340.000 personas con un patrimonio neto alto.
Dinero,¿Unidad mínima del Bitcoin?,Satoshi,Bit,A,Media,Un Satoshi es la cienmillonésima parte de un Bitcoin (0.00000001 BTC).
Economía,¿Banco más antiguo aún operativo?,Monte dei Paschi di Siena,Barclays,A,Difícil,Fundado en 1472 en la ciudad de Siena; Italia; originalmente como un monte de piedad.
Dinero,¿País que utiliza el 'Yen'?,Japón,Corea,A,Fácil,Es la unidad monetaria de Japón y una de las monedas de reserva más importantes del mundo.
Economía,¿Qué es la inflación?,Subida de precios,Bajada de impuestos,A,Fácil,Es el aumento generalizado y sostenido de los precios que reduce el poder adquisitivo.
Fortuna,¿Empresa de Bill Gates?,Microsoft,Apple,A,Fácil,Cofundó la mayor empresa de software del mundo en 1975 junto a Paul Allen.
Dinero,¿Material del billete de 5 libras actual?,Polímero (Plástico),Papel,A,Media,Desde 2016 se fabrican en plástico para que sean más duraderos y difíciles de falsificar.
Economía,¿Qué es el Ibex 35?,Índice bursátil español,Un impuesto,A,Fácil,Recoge la cotización de las 35 empresas con más liquidez de la bolsa española.
Dinero,¿Moneda con mayor valor frente al dólar?,Dinar Kuwaití,Euro,A,Difícil,Debido a sus exportaciones de petróleo; el dinar de Kuwait es la moneda más cara del mundo.
